type,latitude,longitude,name,address,seating_type,number_of_seats,Location,Building address,Block ID,Property ID,Base property ID,CLUE small area
"Pubs, Taverns and Bars",-37.81278,144.97249,Bar Lourinha,37 Little Collins Street MELBOURNE VIC 3000,Indoor,60,"-37.81584, 144.96633",221-231 Collins Street MELBOURNE VIC 3000,25,102079,102079,Melbourne CBD
Cafes and Restaurants,-37.81053,144.96912,Bar Margaux,Basement 111 Lonsdale Street MELBOURNE VIC 3000,Indoor & Outdoor,16,"-37.81584, 144.96633",221-231 Collins Street MELBOURNE VIC 3000,25,102079,102079,Melbourne CBD
Takeaway Food Services,-37.81247,144.96393,Bar Napoli,"Shop 327, 287 Lonsdale Street MELBOURNE VIC 3000",Indoor,4,"-37.81649, 144.96596",Flinders House 238-244 Flinders Lane MELBOURNE VIC 3000,25,103963,103963,Melbourne CBD
Cafes and Restaurants,-37.8029,144.96021,Bar Scopa,"Unit 1, Ground 127-133 Leicester Street CARLTON VIC 3053",Indoor & Outdoor,16,"-37.81649, 144.96596",Flinders House 238-244 Flinders Lane MELBOURNE VIC 3000,25,103963,103963,Melbourne CBD
Takeaway Food Services,-37.82258,144.95378,Baraonda,"Shop 8, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008",Indoor & Outdoor,12,"-37.81599, 144.9661",233-239 Collins Street MELBOURNE VIC 3000,25,110857,110857,Melbourne CBD
Cafes and Restaurants,-37.81553,144.96434,Barbarella Gelato & Wine,"Shop 22A, Block Arcade MELBOURNE VIC 3000",Indoor,21,"-37.81565, 144.96831",167-173 Collins Street MELBOURNE VIC 3000,26,102074,102074,Melbourne CBD
Cafes and Restaurants,-37.80023,144.95928,Baretto Cafe,Ground 161 Barry Street CARLTON VIC 3053,Indoor & Outdoor,120,"-37.81581, 144.96743",199-209 Collins Street MELBOURNE VIC 3000,26,109418,109418,Melbourne CBD
Cafes and Restaurants,-37.80942,144.96998,Barista Cafe,"Shop 11, 242 Exhibition Street MELBOURNE VIC 3000",Indoor,52,"-37.81581, 144.96743",199-209 Collins Street MELBOURNE VIC 3000,26,109418,109418,Melbourne CBD
Cafes and Restaurants,-37.81938,144.94799,Barlog,2 Waterview Walk DOCKLANDS VIC 3008,Indoor & Outdoor,44,"-37.81434, 144.97135",69-73 Collins Street MELBOURNE VIC 3000,27,102064,102064,Melbourne CBD
Cafes and Restaurants,-37.80895,144.97789,Basement Espresso,LwrGround 182-184 Victoria Parade EAST MELBOURNE VIC 3002,Indoor & Outdoor,94,"-37.81489, 144.97077",89-105 Collins Street MELBOURNE VIC 3000,27,102067,102067,Melbourne CBD
Cafes and Restaurants,-37.81271,144.95645,Basil With Thyme,Ground 271 William Street MELBOURNE VIC 3000,Indoor & Outdoor,8,"-37.81489, 144.97077",89-105 Collins Street MELBOURNE VIC 3000,27,102067,102067,Melbourne CBD
Cafes and Restaurants,-37.80461,144.95812,BBQ Brothers 10,"Shop 1-2, 589 Elizabeth Street MELBOURNE VIC 3000",Indoor,76,"-37.81512, 144.96981",Grand Hyatt Hotel Gnd to Level 29 121-131 Collins Street MELBOURNE VIC 3000,27,541562,102071,Melbourne CBD
Cafes and Restaurants,-37.8157,144.963,B'Cos Brazil,"Shop 4, 353 Little Collins Street MELBOURNE VIC 3000",Indoor & Outdoor,24,"-37.81377, 144.97346",11 Collins Street MELBOURNE VIC 3000,28,102058,102058,Melbourne CBD
Cafes and Restaurants,-37.82072,144.9663,BearBrass,"Shop 3A, Ground 3 Southgate Avenue SOUTHBANK VIC 3006",Indoor,96,"-37.81431, 144.97263",Collins Tower 25-45 Collins Street MELBOURNE VIC 3000,28,102061,102060,Melbourne CBD
Takeaway Food Services,-37.81493,144.96292,Bearded Brothers Espresso,342 Little Collins Street MELBOURNE VIC 3000,Indoor,6,"-37.81431, 144.97263",Collins Place 45 Collins Street MELBOURNE VIC 3000,28,102063,102060,Melbourne CBD
Cafes and Restaurants,-37.80227,144.94446,Beatrix Cafe,688 Queensberry Street NORTH MELBOURNE VIC 3051,Indoor & Outdoor,12,"-37.81431, 144.97263",Collins Place 45 Collins Street MELBOURNE VIC 3000,28,102063,102060,Melbourne CBD
Cafes and Restaurants,-37.81143,144.97101,Becco,Ground 11-25 Crossley Street MELBOURNE VIC 3000,Indoor & Outdoor,16,"-37.81868, 144.95435",Liberty Tower 612-624 Collins Street MELBOURNE VIC 3000,31,102109,102109,Melbourne CBD
Cafes and Restaurants,-37.81681,144.97998,Beddgood & Co,137 Wellington Parade South EAST MELBOURNE VIC 3002,Indoor & Outdoor,9,"-37.81868, 144.95435",Liberty Tower 612-624 Collins Street MELBOURNE VIC 3000,31,102109,102109,Melbourne CBD
"Pubs, Taverns and Bars",-37.81778,144.96994,Beer De Luxe,"Tenancy 17 & 23, Lvls 1-2 Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",Indoor & Outdoor,200,"-37.81837, 144.95542",568-580 Collins Street MELBOURNE VIC 3000,31,102112,102112,Melbourne CBD
"Pubs, Taverns and Bars",-37.82168,144.96454,Belgian Beer Cafe Melbourne,5 Riverside Quay SOUTHBANK VIC 3006,Indoor & Outdoor,150,"-37.81824, 144.95584",McPherson's Building 546-566 Collins Street MELBOURNE VIC 3000,31,102113,102113,Melbourne CBD
Cafes and Restaurants,-37.82088,144.95114,Belluno Wine Bar,Part Ground 707 Collins Street DOCKLANDS VIC 3008,Indoor & Outdoor,22,"-37.81783, 144.95561",577-583 Little Collins Street MELBOURNE VIC 3000,31,105941,105941,Melbourne CBD
"Pubs, Taverns and Bars",-37.81293,144.96313,Beneath Driver Lane,Basement 318 Little Bourke Street MELBOURNE VIC 3000,Indoor,75,"-37.81803, 144.9549",601-611 Little Collins Street MELBOURNE VIC 3000,31,105945,105945,Melbourne CBD
Cafes and Restaurants,-37.81346,144.956,Benny's Bakery Cafe,"Shop N, 535 Little Lonsdale Street MELBOURNE VIC 3000",Indoor & Outdoor,12,"-37.81803, 144.9549",601-611 Little Collins Street MELBOURNE VIC 3000,31,105945,105945,Melbourne CBD
Cafes and Restaurants,-37.81128,144.96094,Bento King,288 Little Lonsdale Street MELBOURNE VIC 3000,Indoor,29,"-37.81803, 144.9549",601-611 Little Collins Street MELBOURNE VIC 3000,31,105945,105945,Melbourne CBD
Cafes and Restaurants,-37.81017,144.9566,Bentoman,3 Frederick Way MELBOURNE VIC 3000,Indoor,32,"-37.81818, 144.95436",613-639 Little Collins Street MELBOURNE VIC 3000,31,108968,108968,Melbourne CBD
Cafes and Restaurants,-37.81515,144.94184,Berth,"Restaurant 1, 45 Newquay Promenade DOCKLANDS VIC 3008",Indoor & Outdoor,190,"-37.81818, 144.95436",613-639 Little Collins Street MELBOURNE VIC 3000,31,108968,108968,Melbourne CBD
Cafes and Restaurants,-37.81477,144.95809,Berto's Bar,Ground 180 William Street MELBOURNE VIC 3000,Indoor & Outdoor,25,"-37.8177, 144.95681",522-534 Collins Street MELBOURNE VIC 3000,32,102115,102115,Melbourne CBD
Cafes and Restaurants,-37.81592,144.9635,Betty's Burgers and Concrete Co,97 Elizabeth Street MELBOURNE VIC 3000,Indoor,88,"-37.81756, 144.95748",500-514 Collins Street MELBOURNE VIC 3000,32,102117,102117,Melbourne CBD
Cafes and Restaurants,-37.82518,144.96755,Betwixt Cafe & Bar,"Part Building 877, 45 Sturt Street SOUTHBANK VIC 3006",Indoor,100,"-37.81756, 144.95748",500-514 Collins Street MELBOURNE VIC 3000,32,102117,102117,Melbourne CBD
Cafes and Restaurants,-37.8146,144.94124,Bhoj On Docklands,"Tenancy 4-5, 54 Newquay Promenade DOCKLANDS VIC 3008",Indoor & Outdoor,110,"-37.81756, 144.95748",500-514 Collins Street MELBOURNE VIC 3000,32,102117,102117,Melbourne CBD
Cafes and Restaurants,-37.80912,144.96049,Biang Biang Elizabeth,419 Elizabeth Street MELBOURNE VIC 3000,Indoor & Outdoor,40,"-37.8172, 144.9578",505-515 Little Collins Street MELBOURNE VIC 3000,32,105940,105940,Melbourne CBD
Takeaway Food Services,-37.8157,144.963,Bibimbap,"Shop 7A, 353 Little Collins Street MELBOURNE VIC 3000",Indoor & Outdoor,6,"-37.8168, 144.96029",Mitre Tavern 5-9 Bank Place MELBOURNE VIC 3000,33,100727,100727,Melbourne CBD
Takeaway Food Services,-37.80419,144.95804,Big Bang Yogurt,"Unit 1, 605 Elizabeth Street MELBOURNE VIC 3000",Indoor,20,"-37.8168, 144.96029",Mitre Tavern 5-9 Bank Place MELBOURNE VIC 3000,33,100727,100727,Melbourne CBD
Cafes and Restaurants,-37.8206,144.94232,Billy Barista,861 Bourke Street DOCKLANDS VIC 3008,Indoor & Outdoor,16,"-37.81643, 144.96052",Metro Apartments Banks Place 18-20 Bank Place MELBOURNE VIC 3000,33,100729,100729,Melbourne CBD
Cafes and Restaurants,-37.8109,144.96284,Billy's Central,"Shop 220A, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",Indoor,36,"-37.81703, 144.95976",430-442 Collins Street MELBOURNE VIC 3000,33,102124,102124,Melbourne CBD
Cafes and Restaurants,-37.80366,144.96612,Billy's Corner Shop,Ground 151 Lygon Street CARLTON VIC 3053,Indoor & Outdoor,18,"-37.8168, 144.96",Temple Court 422-428 Collins Street MELBOURNE VIC 3000,33,102125,102125,Melbourne CBD
Cafes and Restaurants,-37.81489,144.97077,Binary 101,Kiosk Lobby 101 Collins Street MELBOURNE VIC 3000,Indoor,20,"-37.8168, 144.96",Temple Court 422-428 Collins Street MELBOURNE VIC 3000,33,102125,102125,Melbourne CBD
Cafes and Restaurants,-37.81377,144.96146,Bincho Boss,383-385 Little Bourke Street MELBOURNE VIC 3000,Indoor,60,"-37.81699, 144.96049",412-414 Collins Street MELBOURNE VIC 3000,33,102127,102127,Melbourne CBD
Cafes and Restaurants,-37.81224,144.95357,Biryani House,Ground 343 King Street WEST MELBOURNE VIC 3003,Indoor,24,"-37.81629, 144.9604",431 Little Collins Street MELBOURNE VIC 3000,33,105935,105935,Melbourne CBD
Cafes and Restaurants,-37.81719,144.96391,Bistro Du Peuple,10 Bligh Place MELBOURNE VIC 3000,Indoor & Outdoor,16,"-37.8164, 144.9601",435-443 Little Collins Street MELBOURNE VIC 3000,33,105937,105937,Melbourne CBD
Cafes and Restaurants,-37.83714,144.97931,Bistro Gitan,52W Toorak Road SOUTH YARRA VIC 3141,Indoor & Outdoor,6,"-37.8164, 144.9601",435-443 Little Collins Street MELBOURNE VIC 3000,33,105937,105937,Melbourne CBD
Cafes and Restaurants,-37.82316,144.95833,Bistro Guillaume,"Shop 10, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Indoor & Outdoor,35,"-37.81661, 144.95955",457-469 Little Collins Street MELBOURNE VIC 3000,33,105938,105938,Melbourne CBD
Cafes and Restaurants,-37.81485,144.96728,Bistrot D'Orsay,184 Collins Street MELBOURNE VIC 3000,Indoor & Outdoor,12,"-37.81661, 144.95955",457-469 Little Collins Street MELBOURNE VIC 3000,33,105938,105938,Melbourne CBD
Cafes and Restaurants,-37.81399,144.94494,Bito Beans,"Unit 10, 198 Harbour Esplanade DOCKLANDS VIC 3008",Indoor & Outdoor,17,"-37.81615, 144.96081",103-105 Queen Street MELBOURNE VIC 3000,33,108067,108067,Melbourne CBD
Cafes and Restaurants,-37.80468,144.96595,Black Cat on Lygon,Level 1 90 Queensberry Street CARLTON VIC 3053,Indoor,50,"-37.81617, 144.96217",360 Collins Street MELBOURNE VIC 3000,34,102133,102133,Melbourne CBD
Cafes and Restaurants,-37.82606,144.92087,Black Jack Cafe,"Unit 2, 1 Phillip Court PORT MELBOURNE VIC 3207",Indoor & Outdoor,30,"-37.81617, 144.96217",360 Collins Street MELBOURNE VIC 3000,34,102133,102133,Melbourne CBD
Cafes and Restaurants,-37.81267,144.96687,Blackball at Chinatown,"Shop 8, 206 Bourke Street MELBOURNE VIC 3000",Indoor,50,"-37.81611, 144.96341",308-336 Collins Street MELBOURNE VIC 3000,34,102137,102137,Melbourne CBD
Cafes and Restaurants,-37.81558,144.9633,Blahnik Corporate Catering,30 Equitable Place MELBOURNE VIC 3000,Indoor & Outdoor,48,"-37.81592, 144.9635",97-103 Elizabeth Street MELBOURNE VIC 3000,34,103176,103176,Melbourne CBD
Cafes and Restaurants,-37.81927,144.94397,Blended Beard,"Shop 9A, 818 Bourke Street DOCKLANDS VIC 3008",Indoor & Outdoor,32,"-37.81558, 144.9633",335-349 Little Collins Street MELBOURNE VIC 3000,34,105929,105929,Melbourne CBD
Cafes and Restaurants,-37.81354,144.96133,Blok M Express,380 Little Bourke Street MELBOURNE VIC 3000,Indoor,50,"-37.81558, 144.9633",335-349 Little Collins Street MELBOURNE VIC 3000,34,105929,105929,Melbourne CBD
Cafes and Restaurants,-37.82414,144.96788,Blondie Bar,Part 31 Sturt Street SOUTHBANK VIC 3006,Indoor & Outdoor,80,"-37.81558, 144.9633",335-349 Little Collins Street MELBOURNE VIC 3000,34,105929,105929,Melbourne CBD
Cafes and Restaurants,-37.79605,144.97104,Bloom Coffee Bar,140 Rathdowne Street CARLTON VIC 3053,Indoor & Outdoor,6,"-37.81585, 144.96244",377-379 Little Collins Street MELBOURNE VIC 3000,34,105930,105930,Melbourne CBD
Cafes and Restaurants,-37.82172,144.96218,Blossom Espresso,"Shop 11R, 3 Freshwater Place SOUTHBANK VIC 3006",Indoor & Outdoor,10,"-37.8157, 144.963",353-359 Little Collins Street MELBOURNE VIC 3000,34,110669,110669,Melbourne CBD
Cafes and Restaurants,-37.80824,144.96647,Blu Point Caffe,338 Russell Street MELBOURNE VIC 3000,Indoor & Outdoor,45,"-37.8157, 144.963",353-359 Little Collins Street MELBOURNE VIC 3000,34,110669,110669,Melbourne CBD
Cafes and Restaurants,-37.81745,144.96111,Bluebag,"Part Ground, Bmt & Part Mezzanine 405-407 Collins Street MELBOURNE VIC 3000",Indoor & Outdoor,15,"-37.8157, 144.963",353-359 Little Collins Street MELBOURNE VIC 3000,34,110669,110669,Melbourne CBD
Cafes and Restaurants,-37.81509,144.95938,Bluebag Fresh 482,Ground 482 Bourke Street MELBOURNE VIC 3000,Indoor & Outdoor,28,"-37.8157, 144.963",353-359 Little Collins Street MELBOURNE VIC 3000,34,110669,110669,Melbourne CBD
"Pubs, Taverns and Bars",-37.81854,144.95812,Bluestone Wine Lounge,Part Ground 495 Collins Street MELBOURNE VIC 3000,Indoor,10,"-37.8157, 144.963",353-359 Little Collins Street MELBOURNE VIC 3000,34,110669,110669,Melbourne CBD
Cafes and Restaurants,-37.81527,144.95839,Bluestones 520 Cafe,"Unit 3, Ground 520 Bourke Street MELBOURNE VIC 3000",Indoor & Outdoor,70,"-37.8157, 144.963",353-359 Little Collins Street MELBOURNE VIC 3000,34,110669,110669,Melbourne CBD
Cafes and Restaurants,-37.82072,144.9663,Bluetrain,"Restaurant 3, Upper Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",Indoor & Outdoor,180,"-37.8157, 144.963",353-359 Little Collins Street MELBOURNE VIC 3000,34,110669,110669,Melbourne CBD
"Pubs, Taverns and Bars",-37.80396,144.95597,Bobbie Peels,Sir Robert Peel Hotel 351-359 Queensberry Street NORTH MELBOURNE VIC 3051,Indoor,70,"-37.81528, 144.96446",28-32 Block Place MELBOURNE VIC 3000,35,101098,101098,Melbourne CBD
Cafes and Restaurants,-37.79879,144.95314,Bobby Dre's,81 Flemington Road NORTH MELBOURNE VIC 3051,Indoor,32,"-37.81528, 144.96446",28-32 Block Place MELBOURNE VIC 3000,35,101098,101098,Melbourne CBD
Cafes and Restaurants,-37.81006,144.97071,Bobby's Coffee,Rear 57 Lonsdale Street MELBOURNE VIC 3000,Indoor & Outdoor,8,"-37.81553, 144.96434",280-292 Collins Street MELBOURNE VIC 3000,35,102141,102141,Melbourne CBD
"Pubs, Taverns and Bars",-37.81102,144.97111,Bodega Underground,"Shop 2, 47-55 Little Bourke Street MELBOURNE VIC 3000",Indoor,80,"-37.81553, 144.96434",280-292 Collins Street MELBOURNE VIC 3000,35,102141,102141,Melbourne CBD
Cafes and Restaurants,-37.82543,144.95232,Bohemian Wine Bar,Shop TG03 20 Convention Centre Place SOUTH WHARF VIC 3006,Indoor & Outdoor,85,"-37.81553, 144.96434",280-292 Collins Street MELBOURNE VIC 3000,35,102141,102141,Melbourne CBD
"Pubs, Taverns and Bars",-37.81143,144.96626,Boilermaker House,209-211 Lonsdale Street MELBOURNE VIC 3000,Outdoor,40,"-37.81538, 144.96489",258-274 Collins Street MELBOURNE VIC 3000,35,102143,102143,Melbourne CBD
Cafes and Restaurants,-37.82205,144.93099,Bolte Cafe & Kebab,Part 816 Lorimer Street PORT MELBOURNE VIC 3207,Indoor & Outdoor,24,"-37.81483, 144.9656",267 Little Collins Street MELBOURNE VIC 3000,35,105919,105919,Melbourne CBD
Cafes and Restaurants,-37.81049,144.96925,Bomba Tapas Bar and Rooftop,Ground & Rooftop 103 Lonsdale Street MELBOURNE VIC 3000,Indoor,118,"-37.81529, 144.96423",317-321 Little Collins Street MELBOURNE VIC 3000,35,105928,105928,Melbourne CBD
Takeaway Food Services,-37.81247,144.96393,Bombay Bar,"Shop 353, 287 Lonsdale Street MELBOURNE VIC 3000",Indoor,10,"-37.81529, 144.96423",317-321 Little Collins Street MELBOURNE VIC 3000,35,105928,105928,Melbourne CBD
Cafes and Restaurants,-37.82094,144.96817,Bombini Buzz,Part Ground 100 St Kilda Road SOUTHBANK VIC 3006,Indoor & Outdoor,20,"-37.8153, 144.9661",220-226 Collins Street MELBOURNE VIC 3000,35,109267,109267,Melbourne CBD
Takeaway Food Services,-37.8168,144.96,Bon,"Shop 1, Ground 422 Collins Street MELBOURNE VIC 3000",Indoor,15,"-37.81507, 144.96578",Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,35,109268,109268,Melbourne CBD
Cafes and Restaurants,-37.81542,144.95361,Bon Bon Boy - Spencer Street,"Shop 102T-103T, LwrGround 656 Little Bourke Street MELBOURNE VIC 3000",Indoor & Outdoor,20,"-37.81507, 144.96578",Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000,35,109268,109268,Melbourne CBD
Cafes and Restaurants,-37.8183,144.96258,Bond Street Kitchen,"Unit 1, 18 Queen Street MELBOURNE VIC 3000",Indoor & Outdoor,4,"-37.81485, 144.96728",184-192 Collins Street MELBOURNE VIC 3000,36,102148,102148,Melbourne CBD
Cafes and Restaurants,-37.82194,144.96387,BondStore Cafe,Shop Ground 1 Riverside Quay SOUTHBANK VIC 3006,Indoor & Outdoor,14,"-37.81479, 144.96744",Clyde House 182 Collins Street MELBOURNE VIC 3000,36,102149,102149,Melbourne CBD
Cafes and Restaurants,-37.82647,144.90498,Bonnie & Duke Cafe,Part Ground 262 Lorimer Street PORT MELBOURNE VIC 3207,Indoor & Outdoor,4,"-37.81475, 144.96771",170-174 Collins Street MELBOURNE VIC 3000,36,102151,102151,Melbourne CBD
Takeaway Food Services,-37.81854,144.95812,Bonnie Coffee Brewers,"Shop 5, 495 Collins Street MELBOURNE VIC 3000",Indoor & Outdoor,12,"-37.8145, 144.96785",162-168 Collins Street MELBOURNE VIC 3000,36,102152,102152,Melbourne CBD
Cafes and Restaurants,-37.80601,144.96333,Boogie House Hotpot,"Part Unit 1, Ground 466 Swanston Street CARLTON VIC 3053",Indoor & Outdoor,48,"-37.81419, 144.96818",150-154 Collins Street MELBOURNE VIC 3000,36,108534,108534,Melbourne CBD
Cafes and Restaurants,-37.80169,144.95833,Books N Bites Cafe,Ground 224 Pelham Street MELBOURNE VIC 3000,Indoor & Outdoor,60,"-37.81401, 144.96991",7-19 Alfred Place MELBOURNE VIC 3000,37,100398,100398,Melbourne CBD
Takeaway Food Services,-37.80782,144.95978,Borek Bakehouse,"Shop 4, 481 Elizabeth Street MELBOURNE VIC 3000",Outdoor,8,"-37.814, 144.96932",106-120 Collins Street MELBOURNE VIC 3000,37,102155,102155,Melbourne CBD
Cafes and Restaurants,-37.81143,144.96436,Bornga,Level 1 258 Lonsdale Street MELBOURNE VIC 3000,Indoor,70,"-37.814, 144.96932",106-120 Collins Street MELBOURNE VIC 3000,37,102155,102155,Melbourne CBD
Cafes and Restaurants,-37.81186,144.96693,Bornga Melbourne,Level 1 178-190 Little Bourke Street MELBOURNE VIC 3000,Indoor,110,"-37.81394, 144.97058",86-88 Collins Street MELBOURNE VIC 3000,37,102158,102158,Melbourne CBD
Cafes and Restaurants,-37.80896,144.96318,Boss D,"Unit 2, Ground 407 Swanston Street MELBOURNE VIC 3000",Indoor & Outdoor,110,"-37.81364, 144.97069",95-109 Exhibition Street MELBOURNE VIC 3000,37,709873,102161,Melbourne CBD
Cafes and Restaurants,-37.79714,144.96939,Bossa Nova Coffee And Friends,156 Elgin Street CARLTON VIC 3053,Indoor,18,"-37.81364, 144.97069",101-107 Little Collins Street MELBOURNE VIC 3000,37,709874,102161,Melbourne CBD
Cafes and Restaurants,-37.83432,144.9817,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,Indoor & Outdoor,32,"-37.81364, 144.97069",101-107 Little Collins Street MELBOURNE VIC 3000,37,709874,102161,Melbourne CBD
Cafes and Restaurants,-37.81168,144.97101,Bottega Restaurant,72-74 Bourke Street MELBOURNE VIC 3000,Indoor & Outdoor,130,"-37.81364, 144.97069",101-107 Little Collins Street MELBOURNE VIC 3000,37,709874,102161,Melbourne CBD
Cafes and Restaurants,-37.81532,144.95739,Bourke and Willis,"Tenancy 24, Ground 515 Little Bourke Street MELBOURNE VIC 3000",Indoor & Outdoor,30,"-37.81347, 144.97247",30-34 Collins Street MELBOURNE VIC 3000,38,102167,102167,Melbourne CBD
Cafes and Restaurants,-37.81614,144.9703,Bowery To Williamsburg,12 Oliver Lane MELBOURNE VIC 3000,Indoor & Outdoor,29,"-37.81314, 144.97326",8 Collins Street MELBOURNE VIC 3000,38,102172,102172,Melbourne CBD
Cafes and Restaurants,-37.81547,144.96771,Box Seafood Restaurant,189 Collins Street MELBOURNE VIC 3000,Indoor & Outdoor,20,"-37.81314, 144.97326",8 Collins Street MELBOURNE VIC 3000,38,102172,102172,Melbourne CBD
Cafes and Restaurants,-37.82104,144.96287,Breslin Bar And Grill,Part Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,Indoor & Outdoor,100,"-37.8128, 144.97239",39-41 Little Collins Street MELBOURNE VIC 3000,38,105912,105912,Melbourne CBD
Takeaway Food Services,-37.7979,144.97242,Brew Culture,63 Elgin Street CARLTON VIC 3053,Indoor & Outdoor,6,"-37.81314, 144.97169",57-67 Little Collins Street MELBOURNE VIC 3000,38,105913,105913,Melbourne CBD
Takeaway Food Services,-37.79677,144.96121,Brew Sisters,Part Ground Arts Centre Building 199 University of Melbourne 757 Swanston Street PARKVILLE VIC 3010,Outdoor,40,"-37.81314, 144.97169",57-67 Little Collins Street MELBOURNE VIC 3000,38,105913,105913,Melbourne CBD
Takeaway Food Services,-37.79677,144.96121,Brew Sisters Kiosk,Kiosk Adjacent Nona Lee Sports Centre Building 103 230 Grattan Street PARKVILLE VIC 3010,Outdoor,18,"-37.8126, 144.97318",93-101 Spring Street MELBOURNE VIC 3000,38,108982,108982,Melbourne CBD
Cafes and Restaurants,-37.81532,144.95739,Brewer's Place,"Tenancy 3, Ground 181 William Street MELBOURNE VIC 3000",Indoor & Outdoor,34,"-37.8126, 144.97318",93-101 Spring Street MELBOURNE VIC 3000,38,108982,108982,Melbourne CBD
Cafes and Restaurants,-37.79,144.93528,Brewtech / Colab Espresso,36 Stubbs Street KENSINGTON VIC 3031,Indoor,24,"-37.81637, 144.95781",535 Bourke Street MELBOURNE VIC 3000,42,101156,101155,Melbourne CBD
